,60.00%,80.00%,90.00%,99.00%
248150,1.488931,3.971271,8.922047,118.586318
248160,1.488898,3.971213,8.922181,118.584831
248170,1.488877,3.971103,8.922173,118.583438
248180,1.488947,3.971033,8.921957,118.582176
248190,1.488920,3.970971,8.921731,118.581198
248200,1.488902,3.970898,8.921619,118.580207
248210,1.488879,3.970809,8.921628,118.579413
248220,1.488869,3.970750,8.921858,118.579026
248230,1.488840,3.970652,8.921666,118.578482
248240,1.488814,3.970833,8.921353,118.577905
248250,1.488911,3.970784,8.921109,118.577390
248260,1.488939,3.970733,8.921163,118.576654
248270,1.488953,3.970683,8.921060,118.576006
248280,1.488954,3.970610,8.920871,118.575908
248290,1.488921,3.970628,8.920674,118.576060
248300,1.488938,3.970879,8.920583,118.576471
248310,1.489011,3.971081,8.920884,118.577463
248320,1.489016,3.971023,8.921080,118.578580
248330,1.489009,3.971598,8.921076,118.579825
248340,1.488997,3.971694,8.921099,118.580755
248350,1.489013,3.971673,8.921384,118.581608
248360,1.489014,3.971590,8.921584,118.582000
248370,1.488992,3.971470,8.922217,118.582124
248380,1.488965,3.971352,8.922491,118.582548
248390,1.488954,3.971398,8.922627,118.582735
248400,1.489100,3.971367,8.922532,118.583138
248410,1.489098,3.971279,8.922251,118.583335
248420,1.489095,3.971249,8.922215,118.583533
248430,1.489074,3.971539,8.922618,118.583922
248440,1.489107,3.971420,8.922449,118.584453
248450,1.489129,3.971468,8.922178,118.584994
248460,1.489251,3.971772,8.921885,118.585427
248470,1.489307,3.971729,8.921787,118.586083
248480,1.489312,3.971835,8.921607,118.586563
248490,1.489292,3.971759,8.921619,118.587273
248500,1.489283,3.971931,8.921584,118.587410
248510,1.489275,3.971878,8.921447,118.586741
248520,1.489267,3.971821,8.921305,118.586181
248530,1.489253,3.971871,8.921449,118.585516
248540,1.489298,3.972430,8.921244,118.584491
248550,1.489253,3.972483,8.921159,118.583461
248560,1.489228,3.972455,8.920957,118.582196
248570,1.489220,3.972344,8.920752,118.580683
248580,1.489193,3.972276,8.920601,118.579200
248590,1.489252,3.972168,8.920425,118.577434
248600,1.489224,3.972086,8.920277,118.575276
248610,1.489198,3.972016,8.920240,118.573040
248620,1.489172,3.972088,8.920511,118.570203
248630,1.489156,3.972053,8.920686,118.567014
248640,1.489145,3.972032,8.920484,118.564324
248650,1.489132,3.971908,8.920522,118.561921
248660,1.489103,3.971845,8.920874,118.559768
248670,1.489070,3.971744,8.921112,118.557383
248680,1.489056,3.971666,8.921018,118.555031
248690,1.489022,3.971553,8.920904,118.552632
248700,1.489008,3.971461,8.921219,118.550148
248710,1.489008,3.971603,8.921523,118.547226
248720,1.488983,3.971586,8.921883,118.544023
248730,1.489018,3.971520,8.921902,118.541136
248740,1.488993,3.971951,8.922041,118.538418
248750,1.488992,3.972416,8.921833,118.535789
248760,1.488999,3.972662,8.921717,118.532703
248770,1.489045,3.972775,8.921433,118.529558
248780,1.489052,3.972779,8.921204,118.526174
248790,1.489071,3.972707,8.921368,118.522637
248800,1.489054,3.972598,8.921694,118.519279
248810,1.489027,3.972485,8.922163,118.516283
248820,1.489016,3.972425,8.922269,118.513533
248830,1.488995,3.972363,8.922099,118.510821
248840,1.488976,3.972441,8.921833,118.507870
248850,1.488963,3.972499,8.921606,118.504683
248860,1.488924,3.972367,8.921335,118.501784
248870,1.488909,3.972258,8.921018,118.498389
248880,1.488901,3.972293,8.920882,118.494645
248890,1.488874,3.972330,8.920597,118.490248
248900,1.488841,3.972200,8.920337,118.485639
248910,1.488863,3.972113,8.920174,118.480976
248920,1.488903,3.972047,8.919923,118.476286
248930,1.488893,3.972111,8.919901,118.472051
248940,1.488902,3.972066,8.919696,118.467583
248950,1.488887,3.971978,8.919502,118.463286
248960,1.488870,3.971904,8.919345,118.458825
248970,1.488849,3.971783,8.919341,118.454562
248980,1.488813,3.971766,8.919536,118.450209
248990,1.488811,3.972023,8.919299,118.445944
249000,1.488882,3.972037,8.919268,118.441584
249010,1.488874,3.972005,8.918980,118.437151
249020,1.488873,3.971923,8.918683,118.432676
249030,1.488871,3.971846,8.918429,118.428071
249040,1.488891,3.972079,8.918278,118.423610
249050,1.488880,3.972426,8.917990,118.419039
249060,1.488903,3.972378,8.917731,118.414634
249070,1.488992,3.972546,8.917580,118.410195
249080,1.488984,3.972485,8.917351,118.406022
249090,1.488982,3.972753,8.917217,118.402358
249100,1.489065,3.973009,8.917272,118.398467
249110,1.489078,3.972894,8.917279,118.393906
249120,1.489052,3.972840,8.917166,118.389507
249130,1.489083,3.972754,8.917132,118.385264
249140,1.489063,3.972670,8.917048,118.380650
249150,1.489052,3.972582,8.917162,118.375960
249160,1.489156,3.972490,8.917026,118.371369
249170,1.489124,3.972387,8.916750,118.366758
249180,1.489081,3.972392,8.916615,118.362265
249190,1.489052,3.972336,8.916401,118.357795
249200,1.489082,3.972257,8.916144,118.353178
249210,1.489062,3.972172,8.916111,118.348628
249220,1.489092,3.972098,8.916081,118.343952
249230,1.489059,3.972026,8.915891,118.339585
249240,1.489030,3.971930,8.915674,118.335414
249250,1.489006,3.971837,8.915594,118.331988
249260,1.489009,3.971755,8.915332,118.328581
249270,1.489017,3.971797,8.915153,118.324883
249280,1.488991,3.971751,8.914885,118.321354
249290,1.489030,3.971671,8.914694,118.318455
249300,1.489034,3.971623,8.914567,118.315964
249310,1.489047,3.971627,8.914621,118.313614
249320,1.489045,3.971858,8.914427,118.311362
249330,1.489110,3.972041,8.914132,118.308943
249340,1.489097,3.972293,8.913842,118.306791
249350,1.489089,3.972266,8.913671,118.304652
249360,1.489080,3.972261,8.913590,118.302845
249370,1.489151,3.972291,8.913528,118.301160
249380,1.489126,3.972474,8.913302,118.299488
249390,1.489121,3.972513,8.913009,118.298528
249400,1.489093,3.972767,8.913006,118.297835
249410,1.489160,3.972646,8.913549,118.297687
249420,1.489170,3.972612,8.913890,118.297509
249430,1.489212,3.972508,8.914476,118.297750
249440,1.489207,3.972520,8.914696,118.298149
249450,1.489212,3.972779,8.915490,118.298641
249460,1.489207,3.972836,8.915927,118.299290
249470,1.489208,3.972787,8.916156,118.300312
249480,1.489181,3.972701,8.916252,118.301597
249490,1.489148,3.972593,8.916391,118.303271
249500,1.489195,3.972488,8.916110,118.304705
249510,1.489214,3.972417,8.915987,118.305933
249520,1.489215,3.972446,8.916051,118.307045
249530,1.489206,3.972427,8.915958,118.307700
249540,1.489202,3.972388,8.915832,118.308161
249550,1.489167,3.972342,8.915625,118.309093
249560,1.489135,3.972471,8.915385,118.310168
249570,1.489117,3.972477,8.915182,118.311383
249580,1.489109,3.972408,8.915611,118.312857
249590,1.489130,3.972317,8.915930,118.314744
249600,1.489123,3.972231,8.915744,118.316548
249610,1.489084,3.972157,8.915661,118.318349
249620,1.489099,3.972068,8.915898,118.320789
249630,1.489069,3.971991,8.916283,118.323852
249640,1.489064,3.971902,8.916481,118.326943
249650,1.489084,3.971935,8.916247,118.329401
249660,1.489046,3.971840,8.916227,118.331804
249670,1.489021,3.971720,8.916555,118.334186
249680,1.488999,3.971670,8.916599,118.336829
249690,1.488998,3.971696,8.916324,118.339663
249700,1.489034,3.971586,8.916195,118.342569
249710,1.489155,3.971536,8.915990,118.346068
249720,1.489139,3.971418,8.915771,118.349270
249730,1.489162,3.971420,8.915545,118.352575
249740,1.489174,3.971416,8.915400,118.355802
249750,1.489160,3.971362,8.915280,118.359557
249760,1.489150,3.971290,8.915119,118.363574
249770,1.489116,3.971205,8.914945,118.367719
249780,1.489092,3.971192,8.914982,118.372302
249790,1.489141,3.971369,8.914835,118.377333
249800,1.489126,3.971362,8.915020,118.382345
249810,1.489177,3.971557,8.914812,118.386950
249820,1.489154,3.972079,8.914572,118.391794
249830,1.489129,3.972538,8.914330,118.397104
249840,1.489191,3.972925,8.914021,118.402455
249850,1.489164,3.972961,8.913714,118.407399
249860,1.489205,3.972898,8.913467,118.412505
249870,1.489172,3.972813,8.913623,118.417226
249880,1.489169,3.972801,8.914208,118.421869
249890,1.489153,3.972799,8.915049,118.426404
249900,1.489140,3.972814,8.915390,118.430580
249910,1.489160,3.972753,8.915344,118.435193
249920,1.489192,3.972716,8.915434,118.439706
249930,1.489212,3.972675,8.915452,118.443927
249940,1.489205,3.972654,8.915805,118.447651
249950,1.489209,3.972574,8.916190,118.452090
249960,1.489189,3.972859,8.916157,118.457063
249970,1.489182,3.972877,8.916289,118.461762
249980,1.489171,3.972797,8.916254,118.466384
249990,1.489281,3.972678,8.916305,118.470881
250000,1.489315,3.972577,8.916114,118.475317
250010,1.489314,3.972490,8.915859,118.480419
250020,1.489457,3.972606,8.915813,118.485296
250030,1.489437,3.972508,8.915558,118.489904
250040,1.489429,3.972763,8.915302,118.494028
250050,1.489414,3.972781,8.915005,118.497745
250060,1.489386,3.972812,8.914804,118.501566
250070,1.489421,3.972764,8.914553,118.505817
250080,1.489472,3.972655,8.914599,118.509947
250090,1.489435,3.972653,8.914957,118.514224
250100,1.489412,3.972718,8.915654,118.518693
250110,1.489396,3.972907,8.915889,118.523376
250120,1.489383,3.972899,8.916154,118.528448
250130,1.489357,3.972787,8.916377,118.533906
250140,1.489325,3.972665,8.916514,118.539409
250150,1.489302,3.972587,8.916476,118.545059
250160,1.489283,3.972565,8.916300,118.550965
250170,1.489254,3.972559,8.916149,118.556550
250180,1.489278,3.972460,8.915929,118.562036
250190,1.489250,3.972360,8.915887,118.567539
250200,1.489296,3.972237,8.916103,118.572584
250210,1.489304,3.972344,8.916187,118.577371
250220,1.489301,3.972242,8.916131,118.581652
250230,1.489287,3.972166,8.915982,118.585975
250240,1.489271,3.972409,8.915889,118.590147
250250,1.489259,3.972567,8.915896,118.594573
250260,1.489239,3.972507,8.915696,118.599160
250270,1.489247,3.972406,8.915598,118.603681
250280,1.489263,3.972380,8.915399,118.608196
250290,1.489231,3.972276,8.915601,118.612842
250300,1.489203,3.972416,8.915589,118.618187
250310,1.489182,3.972434,8.915348,118.623622
250320,1.489167,3.972565,8.915259,118.628571
250330,1.489158,3.972480,8.915153,118.632898
250340,1.489168,3.972537,8.914906,118.637480
250350,1.489158,3.972490,8.914818,118.641977
250360,1.489152,3.972413,8.915385,118.646186
250370,1.489196,3.972343,8.915685,118.650667
250380,1.489212,3.972310,8.915436,118.654858
250390,1.489212,3.972205,8.915173,118.659270
250400,1.489202,3.972215,8.915095,118.663781
250410,1.489188,3.972124,8.914848,118.667701
250420,1.489162,3.972043,8.914616,118.671321
250430,1.489137,3.971947,8.914573,118.674977
250440,1.489125,3.971854,8.914304,118.678498
250450,1.489116,3.971849,8.914088,118.682234
250460,1.489136,3.971809,8.913781,118.686140
250470,1.489173,3.971715,8.913612,118.689648
250480,1.489142,3.971615,8.913382,118.693019
250490,1.489118,3.971586,8.913144,118.696571
250500,1.489096,3.971502,8.912928,118.700486
250510,1.489074,3.971627,8.912677,118.703937
250520,1.489059,3.971912,8.912405,118.707254
250530,1.489078,3.971802,8.912487,118.710409
250540,1.489044,3.971705,8.912669,118.713750
250550,1.489027,3.971587,8.912496,118.717708
250560,1.488994,3.971527,8.912619,118.721358
250570,1.489031,3.971451,8.912570,118.724714
250580,1.489008,3.971428,8.912463,118.728006
250590,1.488969,3.971361,8.912296,118.731033
250600,1.489004,3.971300,8.912039,118.734211
250610,1.489069,3.971212,8.911788,118.737067
250620,1.489041,3.971179,8.911721,118.739620
250630,1.489057,3.971447,8.911552,118.741997
250640,1.489057,3.971574,8.911253,118.744239
250650,1.489040,3.971673,8.911143,118.746332
250660,1.489020,3.971592,8.910875,118.748443
250670,1.488991,3.971691,8.910597,118.750514
250680,1.488967,3.971896,8.910343,118.752499
250690,1.488973,3.972406,8.910165,118.754611
250700,1.489008,3.972316,8.909961,118.756994
250710,1.489022,3.972250,8.909723,118.759624
250720,1.489034,3.972286,8.909562,118.761778
250730,1.489072,3.972313,8.909333,118.764047
250740,1.489047,3.972574,8.909322,118.765817
250750,1.489149,3.972766,8.909098,118.767235
250760,1.489306,3.972681,8.908981,118.768786
250770,1.489398,3.972617,8.908853,118.771112
250780,1.489369,3.972513,8.908556,118.773685
250790,1.489344,3.972429,8.908279,118.776203
250800,1.489308,3.972367,8.908070,118.778487
250810,1.489292,3.972279,8.907811,118.780520
250820,1.489285,3.972201,8.907606,118.782389
250830,1.489247,3.972082,8.907405,118.784092
250840,1.489221,3.971988,8.907169,118.785805
250850,1.489204,3.971925,8.907363,118.787579
250860,1.489176,3.971825,8.907944,118.789500
250870,1.489142,3.971725,8.908121,118.791202
250880,1.489131,3.971648,8.907977,118.791996
250890,1.489109,3.971611,8.907933,118.792030
250900,1.489101,3.971569,8.907835,118.791689
250910,1.489180,3.971456,8.908023,118.791475
250920,1.489170,3.971442,8.908234,118.791009
250930,1.489222,3.971330,8.908136,118.790281
250940,1.489215,3.971240,8.907847,118.789082
250950,1.489201,3.971157,8.907727,118.788138
250960,1.489173,3.971126,8.907992,118.787382
250970,1.489163,3.971056,8.908383,118.786504
250980,1.489143,3.970980,8.908327,118.785650
250990,1.489126,3.970905,8.908222,118.784472
251000,1.489100,3.970885,8.907964,118.782861
251010,1.489098,3.970796,8.907780,118.781426
251020,1.489086,3.970723,8.907676,118.780135
251030,1.489097,3.970703,8.907660,118.778651
251040,1.489088,3.970727,8.907585,118.777915
251050,1.489084,3.970777,8.907379,118.778043
251060,1.489074,3.970671,8.907463,118.778182
251070,1.489049,3.970668,8.907524,118.778483
251080,1.489042,3.970667,8.907663,118.778918
251090,1.489080,3.970676,8.907686,118.779279
251100,1.489043,3.970666,8.907525,118.779852
251110,1.489034,3.970561,8.907703,118.780088
251120,1.489026,3.970486,8.908193,118.780278
251130,1.488994,3.970404,8.908741,118.780633
251140,1.488964,3.970356,8.908968,118.781099
251150,1.488947,3.970547,8.908952,118.781981
251160,1.488973,3.970512,8.909230,118.783329
251170,1.488972,3.970540,8.909103,118.784741
251180,1.488952,3.970423,8.909208,118.786316
251190,1.488937,3.970399,8.909176,118.787814
251200,1.488920,3.970351,8.908898,118.789640
251210,1.488894,3.970333,8.908649,118.791847
251220,1.488981,3.970282,8.908421,118.794027
251230,1.488992,3.970290,8.908142,118.796080
251240,1.489076,3.970389,8.908135,118.798132
251250,1.489078,3.970319,8.908260,118.800445
251260,1.489080,3.970260,8.908471,118.802745
251270,1.489051,3.970179,8.908601,118.804993
251280,1.489042,3.970259,8.908339,118.807505
251290,1.489078,3.970342,8.908049,118.810183
251300,1.489150,3.970342,8.907784,118.812626
251310,1.489151,3.970224,8.907499,118.815044
251320,1.489138,3.970155,8.907338,118.817489
251330,1.489146,3.970228,8.907331,118.819679
251340,1.489126,3.970136,8.907229,118.821474
251350,1.489163,3.970279,8.906979,118.823768
251360,1.489167,3.970336,8.906810,118.826049
251370,1.489208,3.970295,8.906754,118.828404
251380,1.489190,3.970663,8.906998,118.830524
251390,1.489166,3.970708,8.907640,118.832683
251400,1.489141,3.970849,8.908351,118.834614
251410,1.489129,3.970829,8.908604,118.836648
251420,1.489152,3.970891,8.908689,118.838660
251430,1.489148,3.970808,8.908528,118.840487
251440,1.489155,3.970694,8.908250,118.842280
251450,1.489154,3.970575,8.908282,118.844048
251460,1.489271,3.970676,8.908286,118.845981
251470,1.489281,3.970622,8.908052,118.847916
251480,1.489325,3.970575,8.908035,118.849386
251490,1.489329,3.970638,8.908492,118.850841
251500,1.489351,3.970600,8.908991,118.852253
251510,1.489336,3.970703,8.909552,118.853857
251520,1.489336,3.970731,8.909874,118.855792
251530,1.489324,3.970629,8.910087,118.858004
251540,1.489328,3.970569,8.910114,118.860203
251550,1.489315,3.970539,8.910173,118.861948
251560,1.489303,3.970571,8.910041,118.864168
251570,1.489294,3.970654,8.910016,118.865813
251580,1.489292,3.970625,8.909957,118.867342
251590,1.489298,3.970741,8.909700,118.868717
251600,1.489323,3.970910,8.909414,118.870214
251610,1.489308,3.970797,8.909254,118.871292
251620,1.489423,3.970824,8.909014,118.872212
251630,1.489433,3.970969,8.908703,118.873129
251640,1.489416,3.970893,8.908610,118.874103
251650,1.489567,3.970782,8.908662,118.874879
251660,1.489592,3.970673,8.908554,118.875765
251670,1.489571,3.970648,8.908390,118.876628
251680,1.489578,3.970616,8.908226,118.877464
251690,1.489582,3.970501,8.907921,118.877549
251700,1.489570,3.970506,8.907789,118.877276
251710,1.489565,3.970471,8.908089,118.876990
251720,1.489547,3.970398,8.908330,118.876571
251730,1.489527,3.970348,8.908034,118.875841
251740,1.489522,3.970299,8.907918,118.875013
251750,1.489506,3.970221,8.907686,118.874474
251760,1.489480,3.970147,8.907533,118.874414
251770,1.489515,3.970219,8.907948,118.874795
251780,1.489496,3.970195,8.908676,118.874675
251790,1.489500,3.970169,8.909042,118.874656
251800,1.489498,3.970090,8.908942,118.874782
251810,1.489479,3.969988,8.908803,118.875321
251820,1.489448,3.969913,8.908762,118.875832
251830,1.489430,3.969824,8.908580,118.876770
251840,1.489455,3.969703,8.908443,118.877577
251850,1.489438,3.969690,8.908440,118.877871
251860,1.489412,3.969812,8.908377,118.877664
251870,1.489400,3.969917,8.908118,118.876939
251880,1.489382,3.969963,8.907894,118.875676
251890,1.489398,3.969945,8.907596,118.874070
251900,1.489385,3.969883,8.907628,118.872550
251910,1.489356,3.969761,8.907616,118.871115
251920,1.489353,3.969703,8.907306,118.869630
251930,1.489356,3.969693,8.907010,118.867926
251940,1.489339,3.969658,8.906790,118.866237
251950,1.489344,3.969618,8.906575,118.864797
251960,1.489329,3.969586,8.906417,118.863661
251970,1.489348,3.969634,8.906174,118.862358
251980,1.489335,3.969669,8.905987,118.861123
251990,1.489359,3.969695,8.905719,118.859821
252000,1.489359,3.969596,8.905443,118.858441
252010,1.489321,3.969564,8.905213,118.856692
252020,1.489302,3.969827,8.905007,118.854814
252030,1.489287,3.969802,8.904762,118.852244
252040,1.489304,3.969996,8.904437,118.848938
252050,1.489295,3.970360,8.904191,118.845496
252060,1.489292,3.970546,8.904351,118.841745
252070,1.489281,3.970494,8.904473,118.837897
252080,1.489247,3.970374,8.904650,118.834330
252090,1.489221,3.970260,8.904489,118.830964
252100,1.489219,3.970223,8.904400,118.827845
252110,1.489223,3.970179,8.904740,118.823771
252120,1.489233,3.970189,8.905529,118.819693
252130,1.489212,3.970347,8.906019,118.815616
252140,1.489180,3.970366,8.905888,118.811272
252150,1.489158,3.970271,8.905772,118.806590
252160,1.489125,3.970163,8.905518,118.802044
252170,1.489193,3.970090,8.905389,118.797446
252180,1.489238,3.969992,8.905379,118.792822
252190,1.489210,3.969884,8.905249,118.788671
252200,1.489195,3.969755,8.905442,118.784571
252210,1.489183,3.969665,8.905204,118.780459
252220,1.489174,3.969703,8.905027,118.775965
252230,1.489162,3.970441,8.904859,118.771530
252240,1.489149,3.971030,8.904659,118.767354
252250,1.489121,3.971069,8.904455,118.763673
252260,1.489152,3.970980,8.904374,118.759953
252270,1.489224,3.970899,8.904065,118.756139
252280,1.489210,3.970833,8.903786,118.752547
252290,1.489246,3.970925,8.903580,118.748748
252300,1.489226,3.970837,8.903278,118.744137
252310,1.489226,3.970925,8.903051,118.739534
252320,1.489195,3.970989,8.903417,118.734980
252330,1.489188,3.970892,8.903632,118.730552
252340,1.489270,3.970769,8.903611,118.726434
252350,1.489293,3.970705,8.903338,118.721876
252360,1.489328,3.970711,8.903130,118.717505
252370,1.489332,3.970632,8.902940,118.713061
252380,1.489330,3.970575,8.902719,118.708669
252390,1.489296,3.970474,8.902451,118.704169
252400,1.489314,3.970444,8.902440,118.699721
252410,1.489316,3.970352,8.902536,118.695476
252420,1.489292,3.970239,8.902514,118.691049
252430,1.489295,3.970200,8.902314,118.686505
252440,1.489269,3.970167,8.902065,118.682246
252450,1.489240,3.970059,8.901876,118.678379
252460,1.489228,3.970012,8.901599,118.674904
252470,1.489211,3.969915,8.901314,118.671466
252480,1.489183,3.969824,8.901129,118.668148
252490,1.489166,3.970163,8.900839,118.664599
252500,1.489139,3.970451,8.900636,118.660434
252510,1.489145,3.970424,8.900376,118.656302
252520,1.489150,3.970336,8.900110,118.652318
252530,1.489129,3.970387,8.900081,118.648131
252540,1.489123,3.970319,8.899802,118.644096
252550,1.489137,3.970276,8.899545,118.639973
252560,1.489140,3.970298,8.899359,118.635565
252570,1.489117,3.970312,8.899159,118.631103
252580,1.489088,3.970194,8.899076,118.627497
252590,1.489050,3.970171,8.898824,118.623986
252600,1.489021,3.970432,8.898546,118.620178
252610,1.489018,3.970326,8.898303,118.616413
252620,1.489012,3.970244,8.898019,118.612914
252630,1.489022,3.970162,8.897771,118.609811
252640,1.489061,3.970085,8.897593,118.607146
252650,1.489080,3.969984,8.897617,118.604486
252660,1.489049,3.970091,8.897525,118.602208
252670,1.489071,3.970635,8.897573,118.599810
252680,1.489079,3.971114,8.897584,118.597317
252690,1.489248,3.971533,8.897317,118.595058
252700,1.489246,3.971672,8.897087,118.593020
252710,1.489219,3.972129,8.896866,118.591431
252720,1.489216,3.972679,8.896620,118.589912
252730,1.489226,3.973045,8.896323,118.588359
252740,1.489203,3.972936,8.896024,118.587247
252750,1.489178,3.973169,8.895714,118.586814
252760,1.489154,3.973059,8.895439,118.586213
252770,1.489154,3.972948,8.895184,118.585836
252780,1.489152,3.972864,8.894941,118.585366
252790,1.489156,3.972765,8.894837,118.584886
252800,1.489137,3.972651,8.894760,118.584662
252810,1.489129,3.972527,8.894461,118.584758
252820,1.489153,3.972428,8.894302,118.585084
252830,1.489144,3.972353,8.894065,118.586134
252840,1.489140,3.972319,8.893839,118.587557
252850,1.489116,3.972190,8.893540,118.588962
252860,1.489086,3.972118,8.893275,118.590565
252870,1.489056,3.972076,8.893075,118.592391
252880,1.489048,3.972017,8.893033,118.594273
252890,1.489069,3.971942,8.892792,118.596595
252900,1.489050,3.971930,8.892490,118.598818
252910,1.489043,3.971851,8.892484,118.601096
252920,1.489085,3.971738,8.892350,118.603307
252930,1.489129,3.971701,8.892056,118.605462
252940,1.489110,3.971630,8.891792,118.607381
252950,1.489127,3.971521,8.891653,118.609416
252960,1.489131,3.971429,8.891382,118.611175
252970,1.489154,3.971376,8.891171,118.613165
252980,1.489173,3.971428,8.891350,118.615601
252990,1.489145,3.971319,8.891896,118.618654
253000,1.489139,3.971217,8.892965,118.622121
253010,1.489124,3.971182,8.893635,118.625657
253020,1.489120,3.971142,8.894250,118.628764
253030,1.489106,3.971138,8.894878,118.631175
253040,1.489081,3.971301,8.895716,118.633767
253050,1.489098,3.971208,8.896642,118.637038
253060,1.489079,3.971141,8.897890,118.640181
253070,1.489066,3.971040,8.899285,118.642713
253080,1.489039,3.970941,8.900172,118.644925
253090,1.489011,3.970844,8.900548,118.647489
253100,1.488976,3.970731,8.900475,118.650346
253110,1.488974,3.970795,8.900296,118.653365
253120,1.488974,3.970758,8.900003,118.656631
253130,1.488935,3.970650,8.899737,118.660343
253140,1.488920,3.970543,8.899503,118.664228
253150,1.488903,3.970420,8.899234,118.667728
253160,1.488918,3.970316,8.899118,118.670826
253170,1.488908,3.970269,8.898865,118.673667
253180,1.488895,3.970190,8.898618,118.676351
253190,1.488878,3.970209,8.899061,118.678731
253200,1.488858,3.970153,8.899805,118.680738
253210,1.488869,3.970087,8.899743,118.682704
253220,1.488857,3.969977,8.899741,118.685366
253230,1.488841,3.969986,8.899977,118.688425
253240,1.488905,3.969974,8.900131,118.691078
253250,1.488897,3.969861,8.900512,118.693671
253260,1.488896,3.969804,8.900647,118.696551
253270,1.488884,3.969765,8.900906,118.700221
253280,1.488868,3.969653,8.900784,118.704114
253290,1.488852,3.969546,8.900838,118.708053
253300,1.488817,3.969465,8.900848,118.711673
253310,1.488788,3.969413,8.900529,118.715467
253320,1.488764,3.969438,8.900371,118.719284
253330,1.488754,3.969507,8.900179,118.723094
253340,1.488794,3.969468,8.900004,118.726930
253350,1.488781,3.969381,8.899769,118.730327
253360,1.488755,3.969346,8.899513,118.733512
253370,1.488776,3.969285,8.899246,118.736774
253380,1.488741,3.969291,8.899032,118.740091
253390,1.488726,3.969172,8.898935,118.743357
253400,1.488742,3.969075,8.898985,118.747085
253410,1.488732,3.969033,8.899081,118.751987
253420,1.488731,3.969152,8.898982,118.757245
253430,1.488748,3.969251,8.898781,118.763044
253440,1.488731,3.969389,8.898551,118.769311
253450,1.488785,3.969422,8.898449,118.776266
253460,1.488777,3.969431,8.898569,118.782993
253470,1.488785,3.969345,8.898466,118.790427
253480,1.488832,3.969337,8.898299,118.798085
253490,1.488800,3.969217,8.898030,118.806282
253500,1.488796,3.969152,8.898022,118.814482
253510,1.488788,3.969077,8.898013,118.822863
253520,1.488777,3.969045,8.897926,118.831380
253530,1.488752,3.968948,8.897662,118.839987
253540,1.488732,3.968958,8.897498,118.848423
253550,1.488758,3.968874,8.897241,118.856463
253560,1.488748,3.968793,8.897013,118.864350
253570,1.488774,3.968777,8.896872,118.871798
253580,1.488749,3.968692,8.896884,118.878831
253590,1.488749,3.968617,8.896743,118.886116
253600,1.488762,3.968525,8.896476,118.893340
253610,1.488756,3.968473,8.896347,118.900254
253620,1.488731,3.968526,8.896138,118.907106
253630,1.488709,3.968496,8.896059,118.913901
253640,1.488697,3.968526,8.895819,118.920501
253650,1.488670,3.968540,8.895608,118.926835
253660,1.488649,3.968514,8.895401,118.932676
253670,1.488614,3.968546,8.895210,118.938405
253680,1.488597,3.968459,8.895120,118.944458
253690,1.488568,3.968460,8.894967,118.950038
253700,1.488576,3.968386,8.894835,118.955088
253710,1.488546,3.968293,8.894846,118.959781
253720,1.488520,3.968217,8.894637,118.963834
253730,1.488565,3.968108,8.894743,118.967254
253740,1.488545,3.968219,8.894875,118.970331
253750,1.488583,3.968216,8.894991,118.973510
253760,1.488569,3.968273,8.894807,118.976794
253770,1.488562,3.968234,8.894611,118.980020
253780,1.488529,3.968234,8.894458,118.983215
253790,1.488524,3.968142,8.894139,118.986527
253800,1.488593,3.968156,8.893852,118.989744
253810,1.488571,3.968061,8.893676,118.992605
253820,1.488599,3.968031,8.893412,118.995896
253830,1.488594,3.967992,8.893146,118.999749
253840,1.488710,3.967880,8.892887,119.003522
253850,1.488708,3.967782,8.892613,119.007382
253860,1.488691,3.967748,8.892349,119.011125
253870,1.488706,3.967683,8.892241,119.014974
253880,1.488679,3.967754,8.891958,119.018780
253890,1.488692,3.967641,8.891800,119.022569
253900,1.488667,3.967714,8.891714,119.026211
253910,1.488632,3.968293,8.892356,119.029972
253920,1.488611,3.968746,8.892615,119.033221
253930,1.488575,3.969066,8.892977,119.036688
253940,1.488567,3.969707,8.893043,119.040404
253950,1.488537,3.969939,8.892779,119.044472
253960,1.488523,3.970159,8.892525,119.048403
253970,1.488598,3.970184,8.892253,119.051740
253980,1.488660,3.970091,8.891944,119.055103
253990,1.488653,3.970007,8.891664,119.058677
254000,1.488642,3.969897,8.891356,119.061991
254010,1.488613,3.970214,8.891118,119.065434
254020,1.488651,3.970223,8.890972,119.069085
254030,1.488725,3.970173,8.891074,119.073028
254040,1.488720,3.970096,8.890929,119.077352
254050,1.488685,3.970006,8.890817,119.081158
254060,1.488650,3.970049,8.890698,119.084412
254070,1.488628,3.969944,8.890562,119.087518
254080,1.488633,3.970174,8.890384,119.090690
254090,1.488601,3.970132,8.890116,119.094003
254100,1.488612,3.970019,8.890062,119.097741
254110,1.488589,3.969951,8.889953,119.101516
254120,1.488551,3.969872,8.889794,119.105282
254130,1.488533,3.969797,8.889513,119.108609
254140,1.488546,3.969681,8.889294,119.111525
254150,1.488583,3.969758,8.889291,119.114689
254160,1.488594,3.969940,8.889054,119.117902
254170,1.488579,3.969814,8.888819,119.120962
254180,1.488559,3.969824,8.888942,119.124054
254190,1.488547,3.969750,8.888702,119.127829
254200,1.488537,3.969661,8.888408,119.131609
254210,1.488523,3.969608,8.888179,119.135022
